,Formula,material_id,GVRH,PHONONS,PIEZO,DIELECTRIC,EXP_BAND_GAP
46,Li4 Pd2 O6,mp-760483,0.29179603813607846,0.0,0.0,0.0,0.0
47,Ti2 Mn1 Be1,mp-861958,0.26854868375619634,0.0,0.0,0.0,0.0
48,K3 Cu3 P2,mp-7439,-0.20604702916532647,-0.8259005297300633,0.0,-0.9305041712005804,0.0
49,Rb1 Lu1 O2,mp-7480,0.26854868375619634,0.0,0.0,0.0,0.0
50,Ba6 Fe2 N6,mp-8306,-0.0592217719124164,0.0,0.0,0.0,0.0
51,Rb1 Tm1 O2,mp-7478,0.2562583154468696,0.0,0.0,0.0,0.0
52,Rb1 Er1 O2,mp-7477,0.24993117443596913,0.0,0.0,0.0,0.0
53,Rb1 Dy1 O2,mp-7476,0.23688813162085243,0.0,0.0,0.0,0.0
54,Nb2 As4,mp-7598,0.43773499751151856,0.0,0.0,0.0,0.0
55,Er1 P2 Ru2,mp-12058,0.47139875482905835,0.0,0.0,0.0,0.0
56,K2 P2 S6,mp-8267,-1.0,0.0,0.0,0.0,0.0
57,Na5 Re1 O6,mp-8253,0.14497078088316817,0.0,0.0,0.0,0.0
58,Au4 O6,mp-27253,0.16224580848067305,-0.6975579715182512,-0.9867558721047927,0.0,0.0
59,Na4 Ge2 O6,mp-5784,0.0646732626789066,0.0,-0.9609362046493387,0.0,0.0
60,Nb2 Sn2 S4,mp-9586,0.08671718746302393,0.0,0.0,0.0,0.0
61,Ti1 Re2 W1,mp-865664,0.5923130485059689,0.0,0.0,0.0,0.0
62,K2 Zn1 F4,mp-9583,-0.027244088058777538,-0.7578231727655369,0.0,-0.9493652520856003,0.0
63,Cd1 Pt3 O6,mp-8212,0.357437479307257,-0.6484529927241666,0.0,-0.8753717809212912,0.0
64,Na2 Be2 As2,mp-9573,0.11716976016344582,0.0,0.0,-0.9236126224156692,0.0
65,K4 Zn2 O4,mp-8187,-0.23384804988504893,-0.7632748902149229,0.0,0.0,0.0
66,Sr1 Mg2 Sb2,mp-9566,0.02846359404287968,-0.8883977754679894,0.0,-0.8964816829887559,0.0
67,Ca1 Mg2 Sb2,mp-9565,0.04099501116028281,-0.8911878310812896,0.0,-0.8878491113529199,0.0
68,Ag4 S2,mp-31053,-0.3782618981072723,0.0,-0.9824447286202244,0.0,0.0
69,Li1 Ti3 Se6,mp-8132,-0.15679431771418295,0.0,0.0,0.0,0.0
70,Ca1 Mg2 As2,mp-9564,0.14497078088316817,-0.8621712527029668,0.0,-0.8969894813202757,0.0
71,Sr2 Ag2 As2,mp-6954,0.09719386965375221,0.0,0.0,0.0,0.0
72,Li2 Be2 As2,mp-9562,0.16224580848067305,-0.7555911282748967,0.0,0.0,0.0
73,As4 Ru2,mp-766,0.4869877089626624,-0.8716574417881877,0.0,0.0,-0.8632478632478633
74,Sr2 Zn2 Si2,mp-9556,0.170545240815688,0.0,0.0,0.0,0.0
75,Ho16 O24,mp-812,0.3337592277886332,0.0,0.0,0.0,-0.07350427350427347
76,Tm1 Cu1,mp-985,0.20174172579617422,0.0,0.0,0.0,0.0
77,Sc3 Mn3 Si3,mp-9550,0.37948140409137454,0.0,0.0,0.0,0.0
78,Sc3 Fe3 Ge3,mp-9549,0.26854868375619634,0.0,0.0,0.0,0.0
79,Zn4 Ge4 N8,mp-2979,0.45501002510902366,-0.6099502252606227,0.0,0.0,0.0
80,Ba6 Mn2 N6,mp-9324,-0.027244088058777538,0.0,0.0,0.0,0.0
81,Zn1 Pt3 O6,mp-8207,0.3337592277886332,-0.6205524365911639,0.0,-0.8801595937613348,0.0
82,Li8 Ca4,mp-570466,-0.2979643799030106,0.0,0.0,0.0,0.0
83,Li3 Pd1,mp-11489,-0.23384804988504893,0.0,0.0,0.0,0.0
84,Rb3 Sb2 Au3,mp-9274,-0.4275146095584159,-0.9291325874221733,0.0,0.0,0.0
85,Ca1 Ti1 F6,mp-27315,0.02846359404287968,-0.6512430483374668,0.0,-0.9688066739209286,0.0
86,Tl2 Pt4 S6,mp-9272,-0.11412967842764232,0.0,0.0,0.0,0.0
87,Ba3 Na3 Bi3,mp-31235,-0.11412967842764232,-0.9402928098753742,-0.9961214342938666,-0.8388103010518679,0.0
88,Sm4 Al4 O12,mp-7405,0.5018513275294803,0.0,0.0,0.0,0.0
89,Li3 Pr3 Ge3,mp-8481,0.15372503205647958,0.0,0.0,0.0,0.0
90,Li2 Fe2 As2,mp-21471,0.17863453820070796,0.0,0.0,0.0,0.0
91,Tl2 Te6 Pt4,mp-9251,-0.1347503929300654,0.0,0.0,0.0,0.0
92,Na2 Pr2 O4,mp-8470,0.170545240815688,0.0,0.0,0.0,0.0
93,Sc4 Si4 Pt4,mp-9225,0.3081847678561134,0.0,0.0,0.0,0.0
94,K4 Ag2 Sb2,mp-7643,-0.2979643799030106,-0.9241104873182328,0.0,-0.9235400797968807,0.0
95,Na4 Al4 O8,mp-9212,0.21626741711842934,0.0,0.0,0.0,0.0
96,Tm2 Fe2 Si2 C1,mp-9211,0.4232093061892639,0.0,0.0,0.0,0.0
97,Sm4 F12,mp-7384,0.23688813162085243,0.0,0.0,0.0,0.0
98,K2 Bi4,mp-23279,-0.6489821899515054,0.0,0.0,0.0,-1.0
99,Ba3 Al2 Sn2,mp-7377,-0.042833042192381265,0.0,0.0,0.0,0.0
100,Ba4 As4 Pt4,mp-8458,0.0018223211661771987,0.0,0.0,0.0,0.0
101,Sr3 Al2 Sn2,mp-7376,0.02846359404287968,0.0,0.0,0.0,-1.0
102,Sr2 As2 Pt2,mp-8456,0.08671718746302393,0.0,0.0,0.0,0.0
103,Y2 Al3 Si2,mp-9177,0.3337592277886332,0.0,0.0,0.0,0.0
104,Ba1 Ni2 P2,mp-9473,0.15372503205647958,0.0,0.0,0.0,0.0
105,Na2 Li2 S2,mp-8452,0.015420551227762758,0.0,0.0,-0.9411679361624955,0.0
106,Li8 Ti2 O8,mp-9172,0.20174172579617422,0.0,0.0,0.0,0.0
107,K1 I1,mp-22898,-0.4275146095584159,-0.9776795550935978,0.0,0.0,0.0
108,Zr2 Ge2 Sb2,mp-9463,0.37084546811287944,0.0,0.0,0.0,0.0
109,Sm3 In3 Pd3,mp-982004,0.075885296586516,0.0,0.0,0.0,0.0
110,Li5 Mg1,mp-981935,-0.3782618981072723,0.0,0.0,0.0,0.0
111,Rb1 As1 F6,mp-9819,-0.6489821899515054,0.0,0.0,-0.9751178817555314,0.0
112,Ca2 B4 Rh4,mp-8431,0.28614084307199583,0.0,0.0,0.0,0.0
113,Na6 P2 S2 O6,mp-542136,-0.027244088058777538,0.0,0.0,0.0,0.0
114,K4 Na2 Al2 P4,mp-9068,-0.0947594946016248,0.0,0.0,0.0,0.0
115,Sr1 Cd2 As2,mp-7771,0.0646732626789066,0.0,0.0,0.06695683714182099,0.0
116,Sr1 Zn2 As2,mp-7770,0.11716976016344582,-0.9269005429315331,0.0,-0.8357635110627494,0.0
117,K1 Y1 O2,mp-8409,0.24993117443596913,-0.7561491393975568,0.0,0.0,0.0
118,Mg4 Cu4 P4,mp-7352,0.23688813162085243,0.0,0.0,0.0,0.0
119,Li3 La1 P2,mp-8407,0.20908711090112986,-0.7784695843039589,0.0,-0.7876677548059485,0.0
120,La1 Ni2 B2 C1,mp-568083,0.4040712401939788,0.0,0.0,0.0,0.0
121,B1 As1 O4,mp-3277,0.18652407929291281,-0.43585075499068615,-0.9907168315164973,-0.9730141458106638,0.0
122,Na2 Y2 F8,mp-34081,0.13596989891416755,0.0,0.0,0.0,0.0
123,Rb2 Au2 S2,mp-9010,-0.4275146095584159,-0.8459889301458253,0.0,-0.9265868697859992,0.0
124,Er2 Cd6,mp-7303,0.05305343014548414,0.0,0.0,0.0,0.0
125,Cr2 P8,mp-7302,0.47139875482905835,0.0,0.0,0.0,0.0
126,Sc1 Co2 Si2,mp-4131,0.43773499751151856,0.0,0.0,0.0,0.0
127,Mn2 Nb1 Al1,mp-865011,0.46818757021194046,0.0,0.0,0.0,0.0
128,Er2 Tl1 Ag1,mp-863667,-0.0123804694919597,0.0,0.0,0.0,0.0
129,Sm2 Ni2 Ge4,mp-980760,0.22328990155926687,0.0,0.0,0.0,0.0
130,Ba2 U1 Mn1 O6,mp-19852,0.26246259155337226,0.0,0.0,0.0,0.0
131,Mn1 Ga1 Co2,mp-21171,0.4001021185937974,0.0,0.0,0.0,0.0
132,Rb1 Au3 Se2,mp-9385,-0.48576820297856016,-0.8978839645532103,0.0,-0.9268770402611535,0.0
133,Sr2 B4 Rh5,mp-8896,0.39608306962732187,0.0,0.0,0.0,0.0
134,Zr6 Fe1 Te2,mp-9381,0.3081847678561134,0.0,0.0,0.0,0.0
135,Ca6 As6,mp-888,0.075885296586516,0.0,0.0,0.0,0.0
136,Cs2 Na4 B2 O6,mp-8871,-0.0123804694919597,0.0,0.0,0.0,0.0
137,Ba6 Na2 N2,mp-8868,-0.6489821899515054,0.0,0.0,0.0,0.0
138,Tl1 Sb1 F6,mp-8348,-0.4275146095584159,0.0,0.0,-0.9232499093217265,0.0
139,Al2 Cu2 Cl8,mp-28020,-0.4275146095584159,-0.7567071505202168,-0.9987140433793118,0.0,0.0
140,Ba2 Zr1 O4,mp-8335,0.28614084307199583,-0.6278065811857445,0.0,0.0,0.0
141,K1 Rb2 Sc1 F6,mp-9349,-0.15679431771418295,0.0,0.0,0.0,0.0
142,Lu2 Ge2 Au2,mp-9351,0.19422349233431202,0.0,0.0,0.0,0.0
143,Sc1 Nb1 Os2,mp-867786,0.5132636185291677,0.0,0.0,0.0,0.0
144,Hf2 Be2 Si2,mp-12571,0.5242823028514816,0.0,0.0,0.0,0.0
145,K1 Nb1 O3,mp-7375,0.18652407929291281,-0.5552522256865414,-0.7985211087543009,0.0,0.0
146,Hf4 Co4 As4,mp-9801,0.4447574819523561,0.0,0.0,0.0,0.0
147,Ba1 Li2 Mg2 Ge2,mp-569396,0.08671718746302393,0.0,0.0,0.0,0.0
148,Th1 Fe2 Si2,mp-7600,0.4305546912942193,0.0,0.0,0.0,-1.0
149,Ca2 Ni8 B2,mp-8307,0.3134660480970055,0.0,0.0,0.0,0.0
150,Sr4 Mg2 Si4 O14,mp-6564,0.20174172579617422,0.0,0.0,0.0,0.0
151,Sr4 P2 O1,mp-8298,0.12670808579146442,-0.7750582578990023,0.0,0.0,0.0
152,Ba1 Ti1 F6,mp-8291,-0.0123804694919597,0.0,0.0,0.0,0.0
153,Ba1 Sn1 F6,mp-8290,-0.042833042192381265,0.0,0.0,-0.9392818280739935,0.0
154,K2 Zn2 Sb2,mp-7438,-0.0947594946016248,-0.9179723649689722,0.0,-0.7968081247733043,0.0
155,Na4 Li4 Te4,mp-8754,-0.11412967842764232,0.0,0.0,0.0,0.0
156,Tm1 Si2 Rh2,mp-8528,0.42690310663501063,0.0,0.0,0.0,0.0
157,Ba1 Mg2 P2,mp-8278,0.16224580848067305,-0.8599392082123267,0.0,-0.8966993108451216,0.0
158,K4 Hg1 P2,mp-8753,-0.2979643799030106,-0.8521270524950859,0.0,-0.9528472977874501,0.0
159,Na4 Cd1 P2,mp-8752,-0.18047256923280663,-0.8359447299379443,0.0,-0.9437069278200944,0.0
160,Sc2 Ge2 Au2,mp-9350,0.20908711090112986,0.0,0.0,0.0,0.0
161,Ba2 Sn2,mp-872,-0.11412967842764232,0.0,0.0,0.0,0.0
162,Zn1 Pt1 F6,mp-8256,0.0018223211661771987,-0.6863977490650501,0.0,-0.9711280377221617,0.0
163,Ca1 Pt1 F6,mp-8255,-0.15679431771418295,-0.6891878046783504,0.0,-0.979107725788901,0.0
164,Ba2 Hf1 S4,mp-9321,0.08671718746302393,-0.7843283004336539,0.0,0.0,0.0
165,Na4 Cu2 P2,mp-7639,-0.042833042192381265,0.0,0.0,-0.8759521218715995,0.0
166,Y3 In3 Ni3,mp-672299,0.12670808579146442,0.0,0.0,0.0,0.0
167,K2 Zn2 P2,mp-7437,0.04099501116028281,-0.8359447299379443,0.0,-0.9204207471889735,0.0
168,K2 Au3,mp-8700,-0.1347503929300654,0.0,0.0,0.0,0.0
169,Ba1 P2 Pd2,mp-8236,0.09719386965375221,0.0,0.0,0.0,0.0
170,Sm2 Ga4 Co2,mp-980004,0.19422349233431202,0.0,0.0,0.0,0.0
171,Tb2 C1,mp-692,0.05305343014548414,0.0,0.0,0.0,0.0
172,Tm2 Ag2 Sn2,mp-6917,0.17863453820070796,0.0,0.0,0.0,0.0
173,Sm2 B4 C4,mp-6916,0.5426953910643195,0.0,0.0,0.0,0.0
174,Ca2 Ga2,mp-6914,0.015420551227762758,0.0,0.0,0.0,0.0
175,Zr3 As3 Ru3,mp-8221,0.415691072727401,0.0,0.0,0.0,0.0
176,K2 Cu2 Te2,mp-7436,-0.07649679950992128,-0.9246684984408928,0.0,-0.9276750090678273,0.0
177,Sm1 Cd1 Au2,mp-867882,-0.7785324196069106,0.0,0.0,0.0,0.0
178,Sm2 Cu1 Ir1,mp-867887,0.10733790196544724,0.0,0.0,0.0,0.0
179,Eu1 Co2 Si2,mp-672294,0.39608306962732187,0.0,0.0,0.0,0.0
180,Ca3 Pd3 Pb3,mp-672254,0.02846359404287968,0.0,0.0,0.0,0.0
181,P2 F10,mp-8511,-0.6489821899515054,0.0,0.0,-0.9995647442872687,0.0
182,K2 Cu2 Se2,mp-7435,-0.0123804694919597,0.0,0.0,-0.6376496191512513,0.0
183,Na2 Cu2 Se2,mp-7433,-0.042833042192381265,0.0,0.0,0.0,0.0
184,Rb2 Pt1 F6,mp-8192,-0.2643006225854708,-0.704812116112832,0.0,-0.9643815741748277,0.0
185,Sr1 Cd2 Sb2,mp-7432,-0.0592217719124164,0.0,0.0,0.0,0.0
186,K1 Sc1 O2,mp-8188,0.31866145004684165,-0.7221104609152935,0.0,0.0,0.0
187,As12 Rh4,mp-8182,0.3664383612762576,0.0,0.0,0.0,0.0
188,K1 Tl1 O2,mp-8175,0.05305343014548414,-0.7996740069650409,0.0,0.0,0.0
189,Rb1 Tl1 O2,mp-8176,0.170545240815688,-0.8035800848236613,0.0,-0.9034457743924555,0.0
190,Ba1 Ga2,mp-1219,0.015420551227762758,0.0,0.0,0.0,0.0
191,Ca2 Pd2 F8,mp-8161,0.08671718746302393,-0.7355027278591348,0.0,0.0,0.0
192,Co4 B4 Mo4,mp-21347,0.6556325946198567,0.0,0.0,0.0,0.0
193,Ba1 Cd2 Sb2,mp-8150,-0.07649679950992128,0.0,0.0,0.0,0.0
194,Np2 S2 O2,mp-8137,0.170545240815688,0.0,0.0,0.0,0.0
195,Sc2 Tl1 Ag1,mp-862366,0.09719386965375221,0.0,0.0,0.0,0.0
196,Th2 S2 O2,mp-8136,0.3237737219897172,0.0,0.0,0.0,-0.6205128205128204
197,Al2 Hg1 Te4,mp-7910,-0.11412967842764232,-0.8493369968817857,-0.9972798820007833,-0.9165034457743925,0.0
198,Ba1 Pt5,mp-811,0.3237737219897172,0.0,0.0,0.0,-1.0
199,Sr1 Zn2 Sb2,mp-7431,-0.07649679950992128,0.0,0.0,0.0,0.0
200,Ca1 Cd2 Sb2,mp-7430,-0.042833042192381265,0.0,0.0,-0.6394631846209649,0.0
201,Ba1 Zn2 P2,mp-7426,0.075885296586516,0.0,0.0,0.0,0.0
202,B2 Pd4,mp-7424,0.23688813162085243,0.0,0.0,0.0,0.0
203,K3 Au1 O1,mp-9200,-0.20604702916532647,-0.8733314751561679,0.0,-0.913601741022851,0.0
204,Pr1 Ni1 C2,mp-9312,0.415691072727401,0.0,0.0,0.0,0.0
205,K2 Zn2 As2,mp-7421,-0.0123804694919597,-0.8967679423078901,0.0,-0.7244105912223431,0.0
206,K2 Hg2 As2,mp-7420,-0.07649679950992128,0.0,0.0,0.0,0.0
207,Sb4 Pd8,mp-542106,0.170545240815688,0.0,0.0,0.0,0.0
208,Tl1 Cl1 O4,mp-30530,-0.3782618981072723,0.0,-0.9949118964279514,-0.8562205295611172,0.0
209,Pd8 Se2,mp-7818,0.15372503205647958,0.0,0.0,0.0,0.0
210,Na2 Te2 Au2,mp-9264,-0.48576820297856016,0.0,0.0,0.0,0.0
211,Na2 Al2 Ge2,mp-7400,-0.042833042192381265,0.0,0.0,0.0,0.0
212,Ta2 Nb1 Ir1,mp-864640,0.4930163817781543,0.0,0.0,0.0,0.0
213,Ti4 P4,mp-739,0.4412655326599211,0.0,0.0,0.0,0.0
214,K2 Ag2 F8,mp-7387,-0.23384804988504893,0.0,0.0,0.0,0.0
215,Th1 P1,mp-931,0.2745210105385736,0.0,0.0,0.0,0.0
216,Y1 As1,mp-933,0.2562583154468696,0.0,0.0,0.0,-1.0
217,Sc3 Ge3 Ru3,mp-9223,0.415691072727401,0.0,0.0,0.0,0.0
218,Sc1 Ga1 Ir2,mp-867916,0.42690310663501063,0.0,0.0,0.0,0.0
219,Cu1 Ge1 Rh2,mp-867917,0.34344209545935733,0.0,0.0,0.0,0.0
220,Ba4 As2 O1,mp-8300,-0.0123804694919597,0.0,0.0,0.0,0.0
221,Sb8 Au4,mp-738,0.015420551227762758,0.0,0.0,0.0,0.0
222,Ba2 Cu2 Se2 F2,mp-9195,-0.027244088058777538,-0.8756701122641143,0.0,0.0,0.0
223,Tl4 F4,mp-720,-0.6489821899515054,0.0,0.0,-0.8634022488211824,0.0
224,Sc1 Cu1,mp-1169,0.20174172579617422,0.0,0.0,0.0,0.0
225,Ba2 Cu4 O4,mp-7374,-0.0123804694919597,-0.6903038269236705,0.0,0.0,0.0
226,Mg1 Rh1,mp-1172,0.29735287697960544,0.0,0.0,0.0,0.0
227,Ca3 Ni7 B2,mp-8308,0.2745210105385736,0.0,0.0,0.0,0.0
228,Sm1 Er1 In2,mp-978542,-0.0123804694919597,0.0,0.0,0.0,0.0
229,Li1 Cu1 O2,mp-9158,0.17863453820070796,-0.6813756489611096,0.0,-0.8916938701487124,-1.0
230,Sr1 Ag2 Sn2,mp-7366,0.015420551227762758,0.0,0.0,0.0,0.0
231,Sr1 Si2 Au2,mp-7365,0.170545240815688,0.0,0.0,0.0,0.0
232,Ca6 V2 N6,mp-9029,0.24993117443596913,0.0,0.0,0.0,0.0
233,Ca1 Si2 Au2,mp-7364,0.13596989891416755,0.0,0.0,0.0,0.0
234,Ba1 Sb2 O6,mp-9127,0.19422349233431202,-0.6735634932438689,0.0,-0.942981501632209,0.0
235,Ca1 Sb2 O6,mp-9125,0.24347620378545543,-0.6663093486492881,0.0,-0.944069640914037,0.0
236,Sr1 Zn2 Ge2,mp-7363,0.015420551227762758,0.0,0.0,0.0,0.0
237,Sr1 Co2 Ge2,mp-7361,0.24993117443596913,0.0,0.0,0.0,0.0
238,Rb4 Cu4 O4,mp-7470,-0.23384804988504893,-0.6824916712064297,0.0,0.0,0.0
239,Ba2 Ag2 As2,mp-7359,0.0646732626789066,0.0,0.0,0.0,0.0
240,Cs1 Tb1 S2,mp-9085,0.02846359404287968,0.0,0.0,0.0,0.0
241,Nd1 Tl1 Ag2,mp-974782,-0.11412967842764232,0.0,0.0,0.0,0.0
242,Ta2 C1 S2,mp-7814,0.02846359404287968,0.0,0.0,0.0,0.0
243,Na1 Tm1 S2,mp-9076,0.09719386965375221,0.0,0.0,0.0,0.0
244,Cd2 Cu2 F8,mp-9075,0.09719386965375221,0.0,0.0,0.0,0.0
245,V6 As2 C2,mp-27769,0.39608306962732187,0.0,0.0,0.0,0.0
246,Mg6 Ti4 Al36,mp-684031,0.2562583154468696,0.0,0.0,0.0,0.0
247,Ba1 B2 Rh2,mp-7349,0.24993117443596913,0.0,0.0,0.0,-1.0
248,Y2 Si2 Au2,mp-9025,0.20908711090112986,0.0,0.0,0.0,0.0
249,Sc2 Si2 Au2,mp-9023,0.3237737219897172,0.0,0.0,0.0,0.0
250,Zn2 C2 O6,mp-9812,0.24347620378545543,-0.19813801673750364,0.0,0.0,0.0
251,Cs2 Nb1 F6,mp-8995,-0.2979643799030106,0.0,0.0,0.0,0.0
252,P8 Pt4,mp-730,0.5215630508641829,-0.7533590837842565,0.0,-0.8494740660137831,0.0
253,Rb2 Nb1 F6,mp-8994,-0.23384804988504893,0.0,0.0,0.0,0.0
254,Sr8 Cu4 O14,mp-766217,0.26854868375619634,0.0,0.0,0.0,0.0
255,Li1 Cu2 P2,mp-7298,0.14497078088316817,0.0,0.0,0.0,0.0
256,K2 Na1 In1 F6,mp-6686,-0.2979643799030106,0.0,0.0,0.0,0.0
257,Sc4 S2 O4,mp-7288,0.34344209545935733,0.0,0.0,-0.8818280739934712,0.0
258,Si16 O32,mp-546794,0.12670808579146442,-0.3722374870074401,-0.9980852880496719,0.0,0.0
259,Y1 Co3 B2,mp-5019,0.5375418893414075,0.0,0.0,0.0,0.0
260,Mg2 Ni3 P1,mp-8969,0.35284013121467206,0.0,0.0,0.0,0.0
261,Gd1 Ni2 P2,mp-21473,0.40799165968600226,0.0,0.0,0.0,0.0
262,Cs2 Hg1 F4,mp-8963,-0.18047256923280663,-0.8072451905307088,0.0,0.0,0.0
263,Rb2 Hg1 F4,mp-8962,-0.15679431771418295,0.0,0.0,0.0,0.0
264,Sc1 Zn1 Rh2,mp-867769,0.3134660480970055,0.0,0.0,0.0,0.0
265,Dy1 Mg1 Cd2,mp-867773,0.02846359404287968,0.0,0.0,0.0,0.0
266,Ce2 As2 Pd2,mp-8948,0.16224580848067305,0.0,0.0,0.0,-1.0
267,Cs2 Li1 Ga1 F6,mp-6654,-0.11412967842764232,-0.727690572141894,0.0,0.0,0.0
268,Ce1 Zn3 Cu2,mp-7247,0.21626741711842934,0.0,0.0,0.0,0.0
269,Zr4 S4 O4,mp-3519,0.24993117443596913,-0.6992320048862313,-0.9854565367899261,0.0,0.0
270,Ti6 Al16 Pt7,mp-978976,0.29179603813607846,0.0,0.0,0.0,0.0
271,Sn1 Se2,mp-665,-0.2643006225854708,0.0,0.0,0.0,-0.723076923076923
272,Pr3 Mg3 Ga3,mp-7239,0.16224580848067305,0.0,0.0,0.0,-1.0
273,Ho1 Ni2 B2 C1,mp-6646,0.37519261244956903,0.0,0.0,0.0,0.0
274,Cs2 Hg1 O2,mp-7232,-0.2979643799030106,-0.6953259270276109,0.0,0.0,0.0
275,Sm6 Hg2,mp-980429,-0.07649679950992128,0.0,0.0,0.0,0.0
276,La4 Si4,mp-7083,0.20908711090112986,0.0,0.0,0.0,-1.0
277,Li1 Co6 P4,mp-8864,0.46166672796446084,0.0,0.0,0.0,0.0
278,Rb2 Mg1 F4,mp-8861,-0.027244088058777538,-0.7818176510399193,0.0,-0.9682263329706202,0.0
279,Sr4 Si4 Pd4,mp-8843,-0.027244088058777538,0.0,0.0,0.0,-1.0
280,Zr1 Al1 Au2,mp-864878,-0.1347503929300654,0.0,0.0,0.0,0.0
281,Cr8 Te16,mp-685055,-0.15679431771418295,0.0,0.0,0.0,0.0
282,Er1 Cd1 Cu4,mp-12008,0.2562583154468696,0.0,0.0,0.0,0.0
283,Rb2 Na2 S2,mp-8799,-0.20604702916532647,0.0,0.0,-0.9482771128037722,0.0
284,Ba2 Cu1 O3,mp-8790,0.170545240815688,0.0,0.0,0.0,0.0
285,Ca4 As2 O1,mp-8789,0.17863453820070796,-0.768425384096078,0.0,0.0,0.0
286,Zr4 Ni2 As4,mp-8786,0.3481756661845541,0.0,0.0,0.0,0.0
287,Cr6 N3,mp-8780,0.5789050597003464,0.0,0.0,0.0,0.0
